attendance_percentage,study_hours_per_week,previous_gpa,midterm_score,assignment_completion,quiz_score,sleep_hours_per_day,extracurricular,internet_access,final_score,final_gpa,grade,passed,risk_level
81.1,13.9,2.62,64.8,82.1,43.5,7.9,1,0,66.5,2.66,C,1,MEDIUM
82.1,7.7,3.06,66.1,96.1,64.4,6.7,1,1,72.5,2.9,B,1,MEDIUM
73.1,14.7,2.95,61.2,84.7,43.2,5.6,0,1,67.5,2.7,C,1,HIGH
72.1,1.0,2.6,53.5,76.7,48.4,7.2,0,1,64.9,2.6,C,1,HIGH
72.8,12.0,3.28,74.2,100.0,60.7,7.2,1,1,70.5,2.82,B,1,HIGH
82.7,13.6,2.83,74.2,80.6,53.9,6.0,1,1,76.8,3.07,B,1,MEDIUM
72.9,16.6,3.43,80.6,99.4,72.1,5.6,1,1,81.6,3.26,B+,1,HIGH
81.5,6.9,2.56,61.2,76.0,46.1,7.1,0,1,65.0,2.6,C,1,MEDIUM
100.0,12.4,3.96,93.3,92.6,68.7,6.9,1,1,92.5,3.7,A+,1,LOW
88.5,7.4,2.65,66.0,95.9,58.4,6.7,1,1,71.1,2.84,B,1,MEDIUM
74.1,13.3,3.21,77.0,85.1,56.2,7.1,0,1,76.1,3.04,B,1,HIGH
92.4,7.5,3.5,75.5,46.7,55.1,6.0,1,1,69.3,2.77,C,1,MEDIUM
73.1,10.0,2.81,66.9,82.3,44.3,6.7,1,1,60.0,2.4,D,1,HIGH
53.5,7.0,3.53,65.3,100.0,67.3,7.8,0,1,67.5,2.7,C,1,CRITICAL
65.9,15.3,2.49,60.8,89.9,58.1,6.8,1,1,67.6,2.71,C,1,HIGH
55.6,16.3,3.83,69.7,88.7,53.5,5.4,1,1,65.0,2.6,C,1,CRITICAL
73.8,10.8,3.11,73.2,56.2,54.2,6.7,1,1,72.1,2.88,B,1,HIGH
78.2,12.2,2.8,66.7,71.2,37.4,6.0,0,1,66.9,2.67,C,1,MEDIUM
98.1,4.8,2.95,65.0,88.2,51.6,7.5,1,1,77.3,3.09,B,1,LOW
81.9,10.5,3.5,84.0,88.2,53.2,7.6,0,1,77.3,3.09,B,1,MEDIUM
75.4,11.7,2.81,63.4,100.0,61.5,5.4,1,0,72.4,2.9,B,1,MEDIUM
88.0,25.1,2.73,82.3,79.8,49.9,8.0,1,1,69.4,2.77,C,1,MEDIUM
51.5,6.4,2.99,58.0,88.1,55.2,6.0,0,1,65.7,2.63,C,1,CRITICAL
80.8,19.3,2.51,68.9,82.2,52.4,8.9,0,1,69.9,2.8,C,1,MEDIUM
87.3,17.0,4.0,79.8,67.2,47.9,7.1,1,0,75.4,3.02,B,1,LOW
60.3,13.4,2.82,61.6,48.2,40.1,5.8,1,1,60.7,2.43,C,1,CRITICAL
91.7,20.8,3.52,77.1,88.5,56.9,5.9,1,1,75.6,3.03,B,1,LOW
82.1,13.9,3.2,72.2,84.6,49.0,7.6,1,1,70.6,2.82,B,1,MEDIUM
73.0,13.9,2.61,66.1,72.7,65.7,6.8,1,1,69.4,2.78,C,1,HIGH
85.6,11.7,3.1,71.3,57.7,41.6,7.1,1,1,62.0,2.48,C,1,MEDIUM
100.0,18.1,3.49,79.7,91.4,47.2,9.0,0,1,77.5,3.1,B,1,LOW
80.2,17.5,3.01,82.1,78.0,50.8,6.4,0,1,74.3,2.97,B,1,MEDIUM
81.0,8.9,3.7,73.6,90.4,50.6,7.3,1,1,72.6,2.9,B,1,MEDIUM
72.5,5.4,3.61,73.0,100.0,66.9,8.8,1,1,81.7,3.27,B+,1,HIGH
67.8,11.0,3.56,66.5,49.9,41.8,7.5,0,1,55.1,2.2,D,1,HIGH
88.0,8.0,2.87,64.5,71.5,50.4,5.4,1,1,71.4,2.86,B,1,MEDIUM
67.7,11.7,2.56,61.6,78.9,47.8,7.8,1,0,64.5,2.58,C,1,HIGH
78.9,18.2,2.79,71.3,100.0,59.7,5.9,0,1,72.1,2.88,B,1,MEDIUM
72.3,9.7,3.2,60.0,57.5,38.8,8.7,1,1,55.5,2.22,D,1,HIGH
83.7,11.8,3.37,81.4,100.0,63.9,6.3,1,1,73.3,2.93,B,1,MEDIUM
82.0,12.3,2.01,59.7,84.0,56.5,10.0,0,1,63.3,2.53,C,1,MEDIUM
90.5,16.2,3.1,69.3,80.6,55.0,8.8,0,1,76.1,3.04,B,1,LOW
71.9,1.0,3.18,65.2,79.0,54.2,6.3,1,1,67.1,2.68,C,1,HIGH
74.8,9.0,2.96,62.0,75.5,51.8,7.2,1,1,69.3,2.77,C,1,HIGH
66.3,13.1,3.75,67.2,97.7,64.6,8.0,0,1,71.4,2.86,B,1,HIGH
72.7,18.0,3.31,64.8,66.0,47.5,8.1,0,1,66.5,2.66,C,1,HIGH
82.5,9.5,3.76,83.5,87.2,62.1,7.7,0,1,77.0,3.08,B,1,MEDIUM
87.1,2.6,2.99,58.8,76.2,55.3,8.6,1,1,64.4,2.58,C,1,MEDIUM
66.9,15.1,3.57,71.0,70.6,45.5,7.1,0,1,65.2,2.61,C,1,HIGH
88.4,8.8,3.92,82.8,100.0,59.7,6.8,0,1,79.9,3.2,B,1,LOW
94.3,6.1,3.76,79.4,88.3,52.0,6.8,1,1,72.9,2.92,B,1,MEDIUM
83.0,8.9,2.55,64.6,91.2,56.9,8.1,1,1,69.6,2.79,C,1,MEDIUM
100.0,11.1,2.97,69.1,99.1,49.2,7.6,1,1,75.7,3.03,B,1,LOW
68.7,9.0,2.93,57.5,60.7,44.3,7.5,0,1,62.9,2.52,C,1,HIGH
63.1,1.0,3.34,56.9,100.0,56.4,8.1,1,1,70.4,2.82,B,1,CRITICAL
56.7,16.5,3.44,62.3,44.4,43.2,4.9,0,1,60.4,2.41,C,1,CRITICAL
96.0,18.4,2.68,80.3,70.5,48.3,7.5,1,1,75.1,3.01,B,1,LOW
85.9,15.3,3.13,79.3,75.1,52.6,7.4,1,1,74.4,2.98,B,1,MEDIUM
77.3,6.3,2.09,61.4,90.7,61.4,9.0,0,0,63.8,2.55,C,1,MEDIUM
81.4,11.0,3.82,69.8,85.3,63.4,5.5,0,1,75.9,3.04,B,1,MEDIUM
64.5,12.0,2.84,72.3,79.5,49.4,8.9,1,1,68.1,2.72,C,1,CRITICAL
100.0,15.0,3.13,85.9,81.8,59.6,7.3,1,1,85.8,3.43,A,1,LOW
79.6,15.3,2.95,71.6,67.3,50.2,7.7,1,1,69.8,2.79,C,1,MEDIUM
79.3,8.3,3.67,77.2,59.5,49.2,9.0,1,1,73.8,2.95,B,1,MEDIUM
86.7,12.4,1.68,74.2,92.9,57.9,7.8,1,0,68.6,2.74,C,1,MEDIUM
83.8,14.3,3.09,66.7,92.4,64.7,7.6,1,1,73.4,2.93,B,1,MEDIUM
80.7,19.3,3.05,75.0,100.0,51.2,7.5,1,1,75.5,3.02,B,1,MEDIUM
68.5,15.5,2.87,54.3,70.1,41.8,6.7,1,1,62.2,2.49,C,1,HIGH
83.7,15.9,3.96,83.1,92.4,64.6,7.2,1,1,81.1,3.24,B+,1,MEDIUM
100.0,12.4,2.66,78.0,77.7,57.2,6.4,1,1,75.7,3.03,B,1,LOW
94.1,19.1,3.49,85.3,99.9,73.6,7.2,0,1,88.9,3.56,A,1,LOW
97.1,14.0,3.28,77.9,97.3,69.5,4.6,0,1,79.0,3.16,B,1,LOW
71.9,7.7,3.73,58.1,85.2,49.8,7.7,1,1,72.0,2.88,B,1,HIGH
66.1,19.0,2.77,69.0,76.9,59.3,7.1,1,1,64.1,2.56,C,1,HIGH
76.5,15.5,2.73,76.0,96.4,57.1,6.8,1,1,66.9,2.68,C,1,MEDIUM
78.7,9.8,3.65,69.5,91.7,63.1,7.4,0,1,75.3,3.01,B,1,MEDIUM
91.1,9.6,3.31,77.4,71.7,62.8,5.6,1,1,82.1,3.28,B+,1,LOW
57.7,13.5,2.33,47.5,62.1,46.4,9.3,0,1,54.6,2.18,D,1,CRITICAL
96.4,14.3,2.83,79.7,77.7,55.6,7.1,1,1,78.5,3.14,B,1,LOW
76.1,13.0,3.29,69.0,100.0,58.7,7.0,0,1,74.0,2.96,B,1,MEDIUM
72.9,13.6,3.52,68.0,99.2,50.9,6.1,0,1,70.8,2.83,B,1,HIGH
65.9,20.5,2.76,64.3,65.3,47.3,7.2,0,1,55.6,2.22,D,1,HIGH
58.1,17.4,1.64,51.2,64.5,34.5,8.7,1,1,41.5,1.66,F,0,CRITICAL
87.9,13.0,3.36,78.7,100.0,58.9,8.3,0,1,80.0,3.2,B,1,LOW
78.9,16.7,2.49,62.2,65.0,37.5,8.1,0,1,64.4,2.58,C,1,MEDIUM
62.5,6.8,2.09,48.3,89.6,47.6,7.8,0,1,58.8,2.35,D,1,CRITICAL
62.5,14.0,1.68,52.6,72.8,44.7,6.8,0,1,56.7,2.27,D,1,CRITICAL
74.0,21.0,3.51,72.7,100.0,63.4,5.6,1,1,81.8,3.27,B+,1,HIGH
98.0,10.9,3.16,87.1,70.4,50.7,7.0,0,1,78.1,3.12,B,1,LOW
74.9,7.8,2.99,59.5,99.2,63.9,6.9,0,0,70.7,2.83,B,1,HIGH
60.0,8.7,3.79,61.0,84.8,51.0,8.4,1,1,62.4,2.49,C,1,CRITICAL
75.1,6.6,3.42,61.5,85.8,48.0,7.5,1,1,74.0,2.96,B,1,MEDIUM
74.7,8.1,3.91,80.3,52.4,46.4,9.0,1,1,70.1,2.81,B,1,HIGH
45.6,10.1,2.4,50.6,49.0,46.6,8.5,1,1,46.0,1.84,F,0,CRITICAL
77.3,5.0,3.08,58.8,78.7,51.1,6.7,1,1,61.3,2.45,C,1,MEDIUM
75.2,12.1,2.29,67.4,85.7,52.3,5.2,0,1,71.3,2.85,B,1,MEDIUM
86.4,16.5,2.99,77.0,65.1,40.0,8.7,1,1,64.0,2.56,C,1,MEDIUM
100.0,7.5,2.98,76.1,65.7,47.8,8.7,1,1,78.5,3.14,B,1,LOW
91.5,19.6,3.41,82.4,90.4,62.3,5.7,1,1,71.1,2.84,B,1,MEDIUM
74.8,14.6,3.12,66.5,90.4,53.8,8.9,1,1,74.7,2.99,B,1,HIGH
64.7,17.2,3.41,71.8,79.9,43.5,7.6,1,1,67.6,2.7,C,1,CRITICAL
100.0,8.7,3.45,76.9,93.7,55.4,7.4,0,1,80.0,3.2,B+,1,LOW
78.7,16.3,4.0,89.5,64.4,61.3,9.0,0,1,77.0,3.08,B,1,MEDIUM
78.2,6.5,2.94,57.6,76.7,56.5,8.7,1,1,72.5,2.9,B,1,MEDIUM
77.7,16.5,2.63,76.8,100.0,57.7,7.9,1,1,77.1,3.08,B,1,MEDIUM
80.4,12.9,3.22,71.7,83.0,58.8,7.7,0,1,69.6,2.78,C,1,MEDIUM
76.3,14.8,2.7,69.2,83.9,47.3,7.9,1,1,61.1,2.45,C,1,MEDIUM
71.1,6.1,3.84,71.8,100.0,70.0,6.8,1,1,78.5,3.14,B,1,HIGH
71.4,7.5,2.96,58.7,61.0,43.5,7.1,0,1,59.3,2.37,D,1,HIGH
77.6,15.0,2.82,73.8,93.9,65.4,6.2,1,1,69.8,2.79,C,1,MEDIUM
71.5,7.3,2.86,47.3,100.0,43.9,6.8,1,0,61.4,2.46,C,1,HIGH
69.4,14.3,3.46,66.8,77.1,54.9,6.8,0,1,65.9,2.63,C,1,HIGH
79.3,5.2,3.02,59.4,94.9,55.7,6.5,1,0,69.4,2.78,C,1,MEDIUM
74.9,16.2,2.78,62.7,67.3,50.8,7.4,0,1,66.1,2.64,C,1,HIGH
96.0,5.8,3.93,78.3,71.7,57.7,6.8,1,1,82.9,3.32,B+,1,LOW
46.2,14.8,2.67,55.9,87.8,52.3,7.8,0,0,62.1,2.48,C,1,CRITICAL
91.1,15.1,3.12,81.6,94.0,58.5,5.4,1,1,76.7,3.07,B,1,LOW
93.0,8.5,3.43,77.3,98.8,67.4,7.1,0,1,83.3,3.33,B+,1,LOW
53.1,14.9,2.28,50.8,100.0,54.9,7.3,0,1,60.5,2.42,C,1,CRITICAL
73.9,13.3,3.34,72.5,81.0,48.9,6.9,1,1,64.6,2.58,C,1,HIGH
73.5,9.3,2.57,61.7,99.9,53.0,7.0,0,1,69.3,2.77,C,1,HIGH
61.1,7.0,3.51,65.8,76.9,41.6,5.5,1,1,69.2,2.77,C,1,CRITICAL
68.7,2.2,2.62,57.5,95.5,52.4,7.6,1,1,65.1,2.6,C,1,HIGH
64.7,13.7,3.45,67.8,85.1,61.0,7.9,1,1,64.3,2.57,C,1,CRITICAL
99.0,4.2,3.65,72.6,88.7,58.3,7.7,1,1,78.7,3.15,B,1,LOW
89.2,12.5,3.53,75.1,88.4,54.7,8.3,0,1,71.9,2.88,B,1,MEDIUM
93.3,10.7,3.23,73.6,57.9,50.1,7.4,0,1,73.0,2.92,B,1,MEDIUM
86.7,15.4,2.98,73.6,65.1,43.1,7.7,1,1,69.3,2.77,C,1,MEDIUM
64.5,10.5,2.81,61.2,83.5,52.4,7.4,1,1,63.3,2.53,C,1,CRITICAL
71.7,10.4,3.84,74.8,56.7,44.0,8.0,0,1,64.7,2.59,C,1,HIGH
83.9,15.7,2.75,72.0,94.5,64.1,5.5,1,1,74.7,2.99,B,1,MEDIUM
63.3,13.7,2.58,60.2,95.1,46.6,6.2,1,1,63.1,2.52,C,1,CRITICAL
86.6,13.6,3.43,78.0,86.9,53.1,8.9,1,1,72.9,2.92,B,1,MEDIUM
75.1,14.3,2.7,64.3,65.2,35.5,4.5,1,1,54.9,2.2,D,1,HIGH
73.5,4.3,2.62,52.9,100.0,54.3,7.0,1,1,69.7,2.79,C,1,HIGH
86.5,15.8,2.38,61.8,100.0,65.8,8.5,1,1,71.9,2.88,B,1,MEDIUM
83.3,15.1,2.86,68.9,84.2,51.3,7.1,1,1,70.5,2.82,B,1,MEDIUM
73.7,6.9,3.06,65.5,89.7,52.5,6.8,0,1,69.6,2.78,C,1,HIGH
91.9,10.8,3.22,72.2,85.0,60.9,7.3,1,1,77.2,3.09,B,1,LOW
65.0,11.8,3.58,66.1,90.0,62.2,6.8,1,1,66.7,2.67,C,1,HIGH
85.4,11.3,3.36,76.7,80.2,54.6,7.2,1,1,68.3,2.73,C,1,MEDIUM
85.1,13.7,3.0,75.9,81.5,59.5,6.4,1,1,72.3,2.89,B,1,MEDIUM
74.3,19.2,3.0,67.4,95.6,52.0,8.4,0,1,71.3,2.85,B,1,HIGH
81.9,17.4,3.36,82.6,100.0,73.1,8.8,1,1,80.3,3.21,B+,1,MEDIUM
63.0,5.4,3.74,68.2,61.0,57.8,7.1,1,1,64.8,2.59,C,1,CRITICAL
89.1,15.1,3.16,71.8,80.4,56.9,5.7,0,1,81.0,3.24,B+,1,LOW
75.8,18.6,2.87,67.8,64.3,33.6,6.6,0,1,54.2,2.17,D,1,HIGH
71.7,13.9,2.6,70.2,100.0,57.7,7.0,1,1,68.7,2.75,C,1,HIGH
90.6,17.5,2.38,73.0,73.2,54.9,7.8,0,0,77.3,3.09,B,1,LOW
69.5,22.1,3.43,65.3,60.4,41.2,6.1,0,0,61.3,2.45,C,1,HIGH
61.1,17.1,3.39,61.3,91.6,62.7,6.4,0,0,66.0,2.64,C,1,CRITICAL
59.3,13.2,3.39,63.2,100.0,62.5,7.8,1,1,74.0,2.96,B,1,CRITICAL
85.3,17.2,3.04,70.6,92.0,53.7,8.2,1,1,73.2,2.93,B,1,MEDIUM
62.6,12.7,3.8,66.7,85.1,54.2,6.5,0,1,67.2,2.69,C,1,CRITICAL
99.1,12.1,2.86,77.3,88.1,53.1,5.7,1,1,77.3,3.09,B,1,LOW
53.0,10.2,3.58,68.0,100.0,59.3,10.0,1,1,67.5,2.7,C,1,CRITICAL
98.4,19.8,3.08,83.3,68.9,49.2,8.1,0,1,71.4,2.86,B,1,MEDIUM
80.5,7.9,2.8,70.3,80.3,60.3,6.9,0,1,70.9,2.84,B,1,MEDIUM
76.8,19.7,3.4,84.6,75.2,68.2,8.2,1,1,74.0,2.96,B,1,MEDIUM
71.5,14.5,3.3,77.4,64.5,40.4,7.1,1,1,65.6,2.62,C,1,HIGH
82.8,5.0,3.28,68.9,77.1,40.0,8.2,1,0,68.2,2.73,C,1,MEDIUM
77.5,13.8,3.14,61.3,98.6,56.4,7.4,1,1,73.6,2.94,B,1,MEDIUM
91.2,1.5,3.08,69.2,90.5,47.9,7.3,0,1,76.2,3.05,B,1,LOW
79.4,15.1,4.0,85.1,91.7,62.5,7.1,1,1,79.3,3.17,B,1,MEDIUM
79.8,16.4,3.69,78.2,84.2,61.6,5.6,0,1,78.4,3.14,B,1,MEDIUM
73.6,9.0,3.46,76.8,89.8,67.9,9.3,1,1,78.6,3.14,B,1,HIGH
77.3,12.6,3.16,74.4,70.0,51.5,6.2,0,1,70.2,2.81,B,1,MEDIUM
81.7,21.8,3.6,85.8,77.4,55.5,5.7,0,0,74.9,3.0,B,1,MEDIUM
57.5,9.5,3.36,65.7,84.9,41.8,7.0,1,1,59.2,2.37,D,1,CRITICAL
61.8,6.7,3.11,59.8,86.2,52.5,6.1,0,1,65.9,2.64,C,1,CRITICAL
86.9,19.4,2.95,65.8,86.8,54.9,7.1,1,1,65.2,2.61,C,1,MEDIUM
80.1,21.8,3.06,75.5,79.9,58.4,8.0,0,1,72.0,2.88,B,1,MEDIUM
75.8,12.0,1.51,61.8,76.3,44.8,8.3,1,1,51.2,2.05,D,1,HIGH
78.2,17.1,3.21,70.4,100.0,58.5,8.1,1,1,69.7,2.79,C,1,MEDIUM
82.2,18.7,2.86,73.7,95.6,51.5,6.9,0,1,69.8,2.79,C,1,MEDIUM
71.5,8.3,3.9,64.8,88.2,41.0,7.3,1,1,70.8,2.83,B,1,HIGH
68.7,9.6,3.11,72.4,78.5,46.5,7.6,0,1,69.0,2.76,C,1,HIGH
80.4,18.2,2.51,79.1,75.2,44.4,5.3,0,1,66.5,2.66,C,1,MEDIUM
66.3,20.4,3.08,66.3,80.0,53.9,7.8,1,1,68.9,2.76,C,1,HIGH
82.9,14.8,2.58,70.5,86.4,52.6,5.6,1,1,73.4,2.94,B,1,MEDIUM
57.6,7.6,3.34,55.3,53.8,34.9,9.4,1,1,52.7,2.11,D,1,CRITICAL
90.3,21.9,3.25,87.2,58.5,43.7,6.8,0,1,67.2,2.69,C,1,MEDIUM
83.7,9.3,3.58,76.3,72.4,32.5,7.0,1,1,66.8,2.67,C,1,MEDIUM
81.1,10.3,2.7,70.4,85.1,64.2,6.4,1,1,72.6,2.9,B,1,MEDIUM
89.8,13.7,3.12,78.0,78.4,48.8,6.5,0,0,68.8,2.75,C,1,MEDIUM
98.0,19.8,2.42,93.9,100.0,65.7,9.7,0,1,86.5,3.46,A,1,LOW
90.2,16.3,3.45,76.1,59.8,38.0,8.2,1,1,68.9,2.76,C,1,MEDIUM
55.9,14.1,3.36,54.7,70.7,50.5,5.5,1,1,60.8,2.43,C,1,CRITICAL
62.6,14.3,3.35,64.5,100.0,60.2,8.9,0,1,71.3,2.85,B,1,CRITICAL
70.5,12.2,3.1,58.5,84.0,46.2,8.5,0,1,66.1,2.64,C,1,HIGH
78.3,14.8,3.31,66.1,95.3,55.6,6.9,0,1,71.3,2.85,B,1,MEDIUM
84.2,1.0,3.9,64.9,100.0,69.5,7.5,1,1,79.2,3.17,B,1,MEDIUM
69.3,10.5,2.96,58.6,71.6,45.8,7.2,1,1,59.6,2.39,D,1,HIGH
80.2,13.2,3.17,67.3,80.5,51.3,9.4,1,1,67.0,2.68,C,1,MEDIUM
68.9,6.2,2.56,59.1,77.9,43.2,6.3,1,0,65.1,2.6,C,1,HIGH
70.7,13.9,2.67,61.7,52.7,28.2,7.4,1,1,47.1,1.88,F,0,CRITICAL
61.1,11.0,3.15,60.6,77.3,48.2,6.7,1,1,65.0,2.6,C,1,CRITICAL
66.9,20.8,3.65,80.4,95.2,64.2,5.6,1,1,74.8,2.99,B,1,HIGH
61.8,19.9,2.97,63.6,90.1,61.7,9.6,0,1,65.2,2.61,C,1,CRITICAL
66.3,9.7,2.98,60.1,91.3,41.1,5.9,1,1,63.6,2.54,C,1,HIGH
90.6,11.2,2.9,74.8,76.4,46.2,7.4,1,1,65.6,2.62,C,1,MEDIUM
66.6,11.6,2.83,52.2,72.2,41.0,5.3,0,1,54.3,2.17,D,1,HIGH
100.0,9.7,3.25,66.8,100.0,60.0,6.8,1,0,75.2,3.01,B,1,LOW
83.9,13.0,2.35,68.7,74.5,49.6,7.7,1,1,66.1,2.64,C,1,MEDIUM
80.2,8.2,3.74,75.0,86.4,56.3,6.3,1,1,72.1,2.89,B,1,MEDIUM
67.7,6.3,2.77,68.0,84.5,56.6,7.8,1,1,73.3,2.93,B,1,HIGH
86.4,15.1,3.46,79.5,100.0,58.4,6.9,1,1,85.7,3.43,A,1,LOW
71.1,15.1,2.47,67.9,96.6,64.6,8.5,0,1,64.3,2.57,C,1,HIGH
79.5,8.0,3.43,68.6,62.6,48.2,8.7,0,1,68.4,2.74,C,1,MEDIUM
100.0,16.5,3.44,87.2,64.2,49.9,6.6,1,1,79.8,3.19,B,1,LOW
76.8,8.8,3.29,76.3,90.7,68.8,7.3,1,1,79.2,3.17,B,1,MEDIUM
91.8,13.3,2.6,62.1,81.0,60.4,7.4,1,1,68.5,2.74,C,1,MEDIUM
69.6,16.1,3.22,72.1,75.2,57.3,7.9,0,0,68.3,2.73,C,1,HIGH
77.6,11.8,2.51,75.1,97.2,43.3,7.2,1,0,67.1,2.68,C,1,MEDIUM
99.2,14.3,2.97,81.3,84.8,67.8,7.4,1,1,79.9,3.19,B,1,LOW
70.5,9.4,3.61,76.4,82.8,60.8,6.9,1,1,69.4,2.78,C,1,HIGH
99.7,11.0,3.5,78.5,93.7,73.1,7.3,1,1,84.2,3.37,B+,1,LOW
86.5,11.0,3.11,72.4,76.4,59.7,8.6,1,1,67.9,2.72,C,1,MEDIUM
71.3,8.3,2.61,59.7,100.0,67.4,7.9,0,0,69.9,2.79,C,1,HIGH
85.6,11.1,3.42,63.7,70.2,52.5,8.0,0,1,64.1,2.56,C,1,MEDIUM
89.7,4.3,3.11,62.8,91.9,63.7,8.0,0,1,75.0,3.0,B,1,MEDIUM
85.5,9.5,1.94,56.1,100.0,68.8,7.0,1,1,68.6,2.74,C,1,MEDIUM
59.2,10.6,3.49,67.1,61.3,46.0,7.6,0,1,62.4,2.5,C,1,CRITICAL
69.3,10.7,3.09,68.8,76.8,42.0,6.0,1,0,68.0,2.72,C,1,HIGH
75.0,10.8,3.7,73.6,99.1,59.9,8.6,1,1,81.8,3.27,B+,1,MEDIUM
77.1,11.7,2.55,68.6,99.4,62.7,4.1,1,1,64.1,2.56,C,1,MEDIUM
85.4,14.4,1.51,61.2,79.4,50.6,7.1,1,1,60.9,2.44,C,1,MEDIUM
80.1,16.4,3.24,81.1,71.0,45.2,8.5,1,1,69.3,2.77,C,1,MEDIUM
62.0,8.8,3.25,60.9,96.3,47.0,5.7,1,1,66.6,2.66,C,1,CRITICAL
82.6,6.0,2.25,60.3,99.8,53.5,7.6,0,1,62.8,2.51,C,1,MEDIUM
85.3,6.8,2.61,63.4,64.5,49.7,6.5,1,1,61.3,2.45,C,1,MEDIUM
84.7,9.6,4.0,81.2,63.9,59.4,6.8,1,1,76.2,3.05,B,1,MEDIUM
91.0,10.2,2.95,70.6,85.4,60.8,8.2,1,1,75.1,3.0,B,1,LOW
88.0,8.2,3.47,78.7,91.4,66.5,7.4,1,1,81.6,3.26,B+,1,LOW
83.5,5.5,2.77,58.5,77.5,48.1,5.0,1,1,66.4,2.66,C,1,MEDIUM
77.2,9.7,2.05,53.4,92.2,42.5,6.1,1,1,62.2,2.49,C,1,MEDIUM
58.1,12.9,3.01,64.0,71.3,45.0,8.3,0,1,61.0,2.44,C,1,CRITICAL
83.2,15.0,2.97,72.7,50.3,40.4,7.7,1,1,63.7,2.55,C,1,MEDIUM
80.5,9.2,2.9,64.5,75.6,46.6,9.1,0,1,68.0,2.72,C,1,MEDIUM
81.3,9.9,3.04,73.3,82.9,55.5,9.1,0,1,64.3,2.57,C,1,MEDIUM
62.7,7.4,3.23,56.9,77.9,50.9,6.8,0,1,67.5,2.7,C,1,CRITICAL
65.0,11.8,3.02,61.9,64.6,49.5,10.0,0,1,53.5,2.14,D,1,HIGH
90.6,7.8,2.47,73.7,54.8,42.4,7.2,0,1,61.4,2.46,C,1,MEDIUM
77.5,14.9,3.34,81.2,74.3,42.7,6.1,1,1,69.2,2.77,C,1,MEDIUM
86.2,3.1,2.13,66.1,95.5,55.1,6.5,1,1,72.8,2.91,B,1,MEDIUM
78.3,10.2,2.07,58.6,100.0,57.8,4.7,0,1,57.4,2.3,D,1,HIGH
78.4,13.5,3.47,80.0,99.8,71.3,9.0,1,1,81.0,3.24,B+,1,MEDIUM
89.3,12.9,3.35,72.6,69.8,46.3,9.0,0,1,72.8,2.91,B,1,MEDIUM
71.8,25.5,3.07,72.7,64.7,50.8,6.1,0,1,69.7,2.79,C,1,HIGH
79.2,13.7,2.4,54.1,89.4,53.7,6.9,1,1,62.5,2.5,C,1,MEDIUM
72.5,7.0,2.75,68.5,91.5,57.4,7.3,1,1,68.9,2.76,C,1,HIGH
72.8,11.5,2.97,61.4,88.0,59.2,6.1,0,1,66.2,2.65,C,1,HIGH
74.3,3.1,2.3,53.7,51.8,32.9,5.3,0,1,51.3,2.05,D,1,HIGH
80.7,11.6,2.73,62.9,69.0,43.0,7.0,1,1,59.3,2.37,D,1,HIGH
72.3,7.8,3.43,69.7,81.6,53.5,6.8,0,1,66.4,2.66,C,1,HIGH
93.1,16.6,3.81,83.8,89.3,57.0,6.8,1,1,82.5,3.3,B+,1,LOW
67.3,9.3,2.89,54.3,93.5,56.7,7.4,1,1,65.6,2.63,C,1,HIGH
75.8,11.4,3.48,73.3,84.2,51.4,8.8,0,0,73.0,2.92,B,1,MEDIUM
72.7,8.8,2.14,49.8,87.0,51.1,6.9,1,1,61.4,2.46,C,1,HIGH
95.4,20.7,3.43,82.7,83.3,57.5,7.4,0,0,81.8,3.27,B+,1,LOW
80.4,10.4,2.7,55.5,92.3,54.9,8.0,1,1,70.1,2.8,B,1,MEDIUM
90.4,21.2,3.25,76.5,86.7,54.9,7.8,1,1,69.8,2.79,C,1,MEDIUM
60.2,16.1,2.98,64.6,83.0,50.6,6.5,1,0,61.0,2.44,C,1,CRITICAL
81.2,14.4,3.76,68.3,78.0,52.3,7.3,1,1,70.1,2.8,B,1,MEDIUM
88.7,13.8,2.66,64.9,83.2,54.0,7.8,1,0,69.7,2.79,C,1,MEDIUM
79.0,14.0,3.41,74.0,89.3,57.9,6.0,0,1,72.1,2.88,B,1,MEDIUM
90.8,2.4,2.96,63.7,86.0,63.7,8.6,1,1,76.7,3.07,B,1,LOW
71.8,10.6,3.02,74.9,87.7,51.6,8.8,1,1,77.4,3.1,B,1,HIGH
94.9,16.2,3.01,88.9,100.0,66.3,6.4,1,0,85.4,3.42,A,1,LOW
100.0,11.8,2.68,71.5,86.0,46.4,7.4,1,1,72.9,2.92,B,1,MEDIUM
73.6,5.0,3.09,64.6,72.3,50.5,7.9,0,1,68.3,2.73,C,1,HIGH
72.7,11.7,3.07,70.4,95.3,52.5,6.6,1,1,64.2,2.57,C,1,HIGH
95.4,20.5,3.22,82.1,61.5,47.6,7.7,1,1,73.0,2.92,B,1,MEDIUM
97.0,18.2,3.14,75.9,65.8,46.8,7.4,1,0,75.0,3.0,B,1,LOW
71.7,11.7,3.5,69.6,87.0,57.4,5.6,1,1,69.1,2.76,C,1,HIGH
73.0,16.8,3.56,73.9,89.7,54.7,7.7,0,1,68.5,2.74,C,1,HIGH
74.6,10.2,2.57,60.1,63.3,39.8,6.0,1,1,58.2,2.33,D,1,HIGH
61.9,3.5,3.53,61.1,76.3,57.5,8.2,0,1,65.1,2.61,C,1,CRITICAL
